pincode,state,district,is_active
643213,TAMIL NADU,THE NILGIRIS,TRUE
643214,TAMIL NADU,THE NILGIRIS,TRUE
643215,TAMIL NADU,THE NILGIRIS,TRUE
643216,TAMIL NADU,THE NILGIRIS,TRUE
643217,TAMIL NADU,THE NILGIRIS,TRUE
643218,TAMIL NADU,THE NILGIRIS,TRUE
643219,TAMIL NADU,THE NILGIRIS,TRUE
643220,TAMIL NADU,THE NILGIRIS,TRUE
643221,TAMIL NADU,THE NILGIRIS,TRUE
643223,TAMIL NADU,THE NILGIRIS,TRUE
643224,TAMIL NADU,THE NILGIRIS,TRUE
643225,TAMIL NADU,THE NILGIRIS,TRUE
643226,TAMIL NADU,THE NILGIRIS,TRUE
643231,TAMIL NADU,THE NILGIRIS,TRUE
643233,TAMIL NADU,THE NILGIRIS,TRUE
643236,TAMIL NADU,THE NILGIRIS,TRUE
643237,TAMIL NADU,THE NILGIRIS,TRUE
643238,TAMIL NADU,THE NILGIRIS,TRUE
643239,TAMIL NADU,THE NILGIRIS,TRUE
643240,TAMIL NADU,THE NILGIRIS,TRUE
643241,TAMIL NADU,THE NILGIRIS,TRUE
643242,TAMIL NADU,THE NILGIRIS,TRUE
643243,TAMIL NADU,THE NILGIRIS,TRUE
643253,TAMIL NADU,THE NILGIRIS,TRUE
643270,TAMIL NADU,THE NILGIRIS,TRUE
311601,TELANGANA,Mulugu,TRUE
332028,TELANGANA,Mulugu,TRUE
500001,TELANGANA,HYDERABAD,TRUE
500002,TELANGANA,HYDERABAD,TRUE
500003,TELANGANA,HYDERABAD,TRUE
500004,TELANGANA,HYDERABAD,TRUE
500005,TELANGANA,RANGA REDDY,TRUE
500006,TELANGANA,HYDERABAD,TRUE
500007,TELANGANA,HYDERABAD,TRUE
500008,TELANGANA,HYDERABAD,TRUE
500009,TELANGANA,HYDERABAD,TRUE
500010,TELANGANA,MEDCHAL MALKAJGIRI,TRUE
500011,TELANGANA,HYDERABAD,TRUE
500012,TELANGANA,HYDERABAD,TRUE
500013,TELANGANA,MEDCHAL MALKAJGIRI,TRUE
500014,TELANGANA,HYDERABAD,TRUE
500015,TELANGANA,HYDERABAD,TRUE
500016,TELANGANA,HYDERABAD,TRUE
500017,TELANGANA,HYDERABAD,TRUE
500018,TELANGANA,MEDCHAL MALKAJGIRI,TRUE
500019,TELANGANA,RANGA REDDY,TRUE
500020,TELANGANA,HYDERABAD,TRUE
500022,TELANGANA,HYDERABAD,TRUE
500023,TELANGANA,HYDERABAD,TRUE
500024,TELANGANA,HYDERABAD,TRUE
500026,TELANGANA,HYDERABAD,TRUE
500027,TELANGANA,HYDERABAD,TRUE
500028,TELANGANA,HYDERABAD,TRUE
500029,TELANGANA,HYDERABAD,TRUE
500030,TELANGANA,RANGA REDDY,TRUE
500031,TELANGANA,HYDERABAD,TRUE
500032,TELANGANA,RANGA REDDY,TRUE
500033,TELANGANA,HYDERABAD,TRUE
500034,TELANGANA,HYDERABAD,TRUE
500035,TELANGANA,RANGA REDDY,TRUE
500036,TELANGANA,HYDERABAD,TRUE
500037,TELANGANA,MEDCHAL MALKAJGIRI,TRUE
500038,TELANGANA,HYDERABAD,TRUE
500039,TELANGANA,MEDCHAL MALKAJGIRI,TRUE
500040,TELANGANA,HYDERABAD,TRUE
500041,TELANGANA,HYDERABAD,TRUE
500042,TELANGANA,MEDCHAL MALKAJGIRI,TRUE
500043,TELANGANA,MEDCHAL MALKAJGIRI,TRUE
500044,TELANGANA,HYDERABAD,TRUE
500045,TELANGANA,HYDERABAD,TRUE
500046,TELANGANA,RANGA REDDY,TRUE
509327,TELANGANA,RANGA REDDY,TRUE
509328,TELANGANA,RANGA REDDY,TRUE
509334,TELANGANA,MAHABUBNAGAR,TRUE
509335,TELANGANA,VIKARABAD,TRUE
509336,TELANGANA,VIKARABAD,TRUE
509337,TELANGANA,MAHABUBNAGAR,TRUE
509338,TELANGANA,VIKARABAD,TRUE
509339,TELANGANA,Narayanpet,TRUE
509340,TELANGANA,MAHABUBNAGAR,TRUE
509349,TELANGANA,NAGARKURNOOL,TRUE
509350,TELANGANA,VIKARABAD,TRUE
509351,TELANGANA,Narayanpet,TRUE
509352,TELANGANA,Narayanpet,TRUE
509353,TELANGANA,Narayanpet,TRUE
509357,TELANGANA,NAGARKURNOOL,TRUE
509358,TELANGANA,RANGA REDDY,TRUE
509360,TELANGANA,RANGA REDDY,TRUE
509371,TELANGANA,MAHABUBNAGAR,TRUE
509375,TELANGANA,NAGARKURNOOL,TRUE
509376,TELANGANA,NAGARKURNOOL,TRUE
509380,TELANGANA,WANAPARTHY,TRUE
509381,TELANGANA,WANAPARTHY,TRUE
509382,TELANGANA,MAHABUBNAGAR,TRUE
509385,TELANGANA,NAGARKURNOOL,TRUE
509401,TELANGANA,NAGARKURNOOL,TRUE
509406,TELANGANA,NAGARKURNOOL,TRUE
509407,TELANGANA,Narayanpet,TRUE
509408,TELANGANA,RANGA REDDY,TRUE
509409,TELANGANA,Narayanpet,TRUE
509410,TELANGANA,RANGA REDDY,TRUE
509411,TELANGANA,Narayanpet,TRUE
509412,TELANGANA,NAGARKURNOOL,TRUE
362520,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,TRUE
362540,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,TRUE
362570,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,TRUE
396210,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,TRUE
396215,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,TRUE
396220,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,TRUE
396230,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,TRUE
396235,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,TRUE
799002,TRIPURA,West Tripura,TRUE
799003,TRIPURA,West Tripura,TRUE
799004,TRIPURA,West Tripura,TRUE
799005,TRIPURA,West Tripura,TRUE
799006,TRIPURA,West Tripura,TRUE
799007,TRIPURA,West Tripura,TRUE
799008,TRIPURA,West Tripura,TRUE
799009,TRIPURA,West Tripura,TRUE
799010,TRIPURA,West Tripura,TRUE
799011,TRIPURA,Sepahijala,TRUE
799012,TRIPURA,West Tripura,TRUE
799013,TRIPURA,Gomati,TRUE
799014,TRIPURA,West Tripura,TRUE
799015,TRIPURA,West Tripura,TRUE
799022,TRIPURA,West Tripura,TRUE
799035,TRIPURA,West Tripura,TRUE
799045,TRIPURA,West Tripura,TRUE
799046,TRIPURA,West Tripura,TRUE
799101,TRIPURA,Gomati,TRUE
799102,TRIPURA,Sepahijala,TRUE
799103,TRIPURA,Sepahijala,TRUE
799104,TRIPURA,Gomati,TRUE
799105,TRIPURA,Sepahijala,TRUE
799113,TRIPURA,Gomati,TRUE
799114,TRIPURA,Gomati,TRUE
799115,TRIPURA,Sepahijala,TRUE
799125,TRIPURA,South Tripura,TRUE
799130,TRIPURA,West Tripura,TRUE
799131,TRIPURA,Sepahijala,TRUE
799132,TRIPURA,Sepahijala,TRUE
799141,TRIPURA,South Tripura,TRUE
799142,TRIPURA,South Tripura,TRUE
799143,TRIPURA,South Tripura,TRUE
799144,TRIPURA,South Tripura,TRUE
799145,TRIPURA,South Tripura,TRUE
799150,TRIPURA,South Tripura,TRUE
799153,TRIPURA,South Tripura,TRUE
799155,TRIPURA,South Tripura,TRUE
799156,TRIPURA,South Tripura,TRUE
799157,TRIPURA,South Tripura,TRUE
799201,TRIPURA,Khowai,TRUE
799202,TRIPURA,Khowai,TRUE
799203,TRIPURA,Khowai,TRUE
799204,TRIPURA,Dhalai,TRUE
799205,TRIPURA,Khowai,TRUE
799207,TRIPURA,Khowai,TRUE
799210,TRIPURA,West Tripura,TRUE
799211,TRIPURA,West Tripura,TRUE
799212,TRIPURA,West Tripura,TRUE
799250,TRIPURA,North Tripura,TRUE
799251,TRIPURA,North Tripura,TRUE
799253,TRIPURA,North Tripura,TRUE
799270,TRIPURA,North Tripura,TRUE
799271,TRIPURA,North Tripura,TRUE
799273,TRIPURA,Dhalai,TRUE
799275,TRIPURA,Dhalai,TRUE
799277,TRIPURA,Unakoti,TRUE
799278,TRIPURA,Dhalai,TRUE
799279,TRIPURA,Unakoti,TRUE
799280,TRIPURA,Unakoti,TRUE
799281,TRIPURA,Unakoti,TRUE
799282,TRIPURA,Unakoti,TRUE
799284,TRIPURA,Dhalai,TRUE
799285,TRIPURA,Dhalai,TRUE
799286,TRIPURA,Dhalai,TRUE
799287,TRIPURA,Dhalai,TRUE
799288,TRIPURA,Unakoti,TRUE
799289,TRIPURA,Dhalai,TRUE
799290,TRIPURA,Unakoti,TRUE
110025,UTTAR PRADESH,BUDAUN,TRUE
201001,UTTAR PRADESH,GHAZIABAD,TRUE
201002,UTTAR PRADESH,GHAZIABAD,TRUE
201003,UTTAR PRADESH,GHAZIABAD,TRUE
201004,UTTAR PRADESH,GHAZIABAD,TRUE
273017,UTTAR PRADESH,GORAKHPUR,TRUE
273151,UTTAR PRADESH,MAHARAJGANJ,TRUE
273152,UTTAR PRADESH,GORAKHPUR,TRUE
273155,UTTAR PRADESH,GORAKHPUR,TRUE
273157,UTTAR PRADESH,MAHARAJGANJ,TRUE
273158,UTTAR PRADESH,GORAKHPUR,TRUE
273161,UTTAR PRADESH,MAHARAJGANJ,TRUE
273162,UTTAR PRADESH,MAHARAJGANJ,TRUE
273163,UTTAR PRADESH,MAHARAJGANJ,TRUE
273164,UTTAR PRADESH,MAHARAJGANJ,TRUE
273165,UTTAR PRADESH,GORAKHPUR,TRUE
273201,UTTAR PRADESH,GORAKHPUR,TRUE
273202,UTTAR PRADESH,GORAKHPUR,TRUE
273203,UTTAR PRADESH,GORAKHPUR,TRUE
273207,UTTAR PRADESH,MAHARAJGANJ,TRUE
273209,UTTAR PRADESH,GORAKHPUR,TRUE
273211,UTTAR PRADESH,GORAKHPUR,TRUE
273212,UTTAR PRADESH,GORAKHPUR,TRUE
273213,UTTAR PRADESH,GORAKHPUR,TRUE
273301,UTTAR PRADESH,MAHARAJGANJ,TRUE
273302,UTTAR PRADESH,MAHARAJGANJ,TRUE
273303,UTTAR PRADESH,MAHARAJGANJ,TRUE
273304,UTTAR PRADESH,MAHARAJGANJ,TRUE
273305,UTTAR PRADESH,MAHARAJGANJ,TRUE
273306,UTTAR PRADESH,GORAKHPUR,TRUE
273308,UTTAR PRADESH,MAHARAJGANJ,TRUE
273309,UTTAR PRADESH,MAHARAJGANJ,TRUE
273310,UTTAR PRADESH,MAHARAJGANJ,TRUE
273311,UTTAR PRADESH,MAHARAJGANJ,TRUE
273312,UTTAR PRADESH,MAHARAJGANJ,TRUE
273401,UTTAR PRADESH,GORAKHPUR,TRUE
273402,UTTAR PRADESH,GORAKHPUR,TRUE
273403,UTTAR PRADESH,GORAKHPUR,TRUE
273404,UTTAR PRADESH,GORAKHPUR,TRUE
273405,UTTAR PRADESH,GORAKHPUR,TRUE
273406,UTTAR PRADESH,GORAKHPUR,TRUE
273407,UTTAR PRADESH,GORAKHPUR,TRUE
273408,UTTAR PRADESH,GORAKHPUR,TRUE
273409,UTTAR PRADESH,GORAKHPUR,TRUE
273411,UTTAR PRADESH,GORAKHPUR,TRUE
273412,UTTAR PRADESH,GORAKHPUR,TRUE
273413,UTTAR PRADESH,GORAKHPUR,TRUE
274001,UTTAR PRADESH,DEORIA,TRUE
274149,UTTAR PRADESH,KUSHI NAGAR,TRUE
274182,UTTAR PRADESH,DEORIA,TRUE
274201,UTTAR PRADESH,DEORIA,TRUE
274202,UTTAR PRADESH,DEORIA,TRUE
274203,UTTAR PRADESH,KUSHI NAGAR,TRUE
274204,UTTAR PRADESH,DEORIA,TRUE
274205,UTTAR PRADESH,DEORIA,TRUE
274206,UTTAR PRADESH,DEORIA,TRUE
274207,UTTAR PRADESH,KUSHI NAGAR,TRUE
274208,UTTAR PRADESH,DEORIA,TRUE
274301,UTTAR PRADESH,KUSHI NAGAR,TRUE
274302,UTTAR PRADESH,KUSHI NAGAR,TRUE
274303,UTTAR PRADESH,KUSHI NAGAR,TRUE
274304,UTTAR PRADESH,KUSHI NAGAR,TRUE
274305,UTTAR PRADESH,KUSHI NAGAR,TRUE
274306,UTTAR PRADESH,KUSHI NAGAR,TRUE
274307,UTTAR PRADESH,KUSHI NAGAR,TRUE
274308,UTTAR PRADESH,KUSHI NAGAR,TRUE
274309,UTTAR PRADESH,KUSHI NAGAR,TRUE
274401,UTTAR PRADESH,KUSHI NAGAR,TRUE
274402,UTTAR PRADESH,KUSHI NAGAR,TRUE
274403,UTTAR PRADESH,KUSHI NAGAR,TRUE
274404,UTTAR PRADESH,DEORIA,TRUE
283201,UTTAR PRADESH,AGRA,TRUE
283202,UTTAR PRADESH,AGRA,TRUE
283203,UTTAR PRADESH,FIROZABAD,TRUE
283204,UTTAR PRADESH,FIROZABAD,TRUE
283205,UTTAR PRADESH,FIROZABAD,TRUE
283206,UTTAR PRADESH,FIROZABAD,TRUE
283207,UTTAR PRADESH,FIROZABAD,TRUE
284001,UTTAR PRADESH,JHANSI,TRUE
284002,UTTAR PRADESH,JHANSI,TRUE
284003,UTTAR PRADESH,JHANSI,TRUE
284120,UTTAR PRADESH,JHANSI,TRUE
284121,UTTAR PRADESH,JHANSI,TRUE
284122,UTTAR PRADESH,LALITPUR,TRUE
284123,UTTAR PRADESH,LALITPUR,TRUE
284124,UTTAR PRADESH,LALITPUR,TRUE
284125,UTTAR PRADESH,LALITPUR,TRUE
284126,UTTAR PRADESH,LALITPUR,TRUE
284127,UTTAR PRADESH,JHANSI,TRUE
284128,UTTAR PRADESH,JHANSI,TRUE
284135,UTTAR PRADESH,JHANSI,TRUE
284136,UTTAR PRADESH,LALITPUR,TRUE
284201,UTTAR PRADESH,JHANSI,TRUE
284202,UTTAR PRADESH,JHANSI,TRUE
284203,UTTAR PRADESH,JHANSI,TRUE
284204,UTTAR PRADESH,JHANSI,TRUE
284205,UTTAR PRADESH,JHANSI,TRUE
284206,UTTAR PRADESH,JHANSI,TRUE
284301,UTTAR PRADESH,JHANSI,TRUE
284302,UTTAR PRADESH,JHANSI,TRUE
284303,UTTAR PRADESH,JHANSI,TRUE
284304,UTTAR PRADESH,JHANSI,TRUE
284305,UTTAR PRADESH,JHANSI,TRUE
284306,UTTAR PRADESH,JHANSI,TRUE
284401,UTTAR PRADESH,JHANSI,TRUE
284402,UTTAR PRADESH,LALITPUR,TRUE
284403,UTTAR PRADESH,LALITPUR,TRUE
284404,UTTAR PRADESH,LALITPUR,TRUE
284405,UTTAR PRADESH,LALITPUR,TRUE
284406,UTTAR PRADESH,LALITPUR,TRUE
284419,UTTAR PRADESH,JHANSI,TRUE
284501,UTTAR PRADESH,LALITPUR,TRUE
285001,UTTAR PRADESH,JALAUN,TRUE
285121,UTTAR PRADESH,JALAUN,TRUE
285122,UTTAR PRADESH,JALAUN,TRUE
285123,UTTAR PRADESH,JALAUN,TRUE
285124,UTTAR PRADESH,JALAUN,TRUE
285125,UTTAR PRADESH,JALAUN,TRUE
285126,UTTAR PRADESH,JALAUN,TRUE
285127,UTTAR PRADESH,JALAUN,TRUE
285128,UTTAR PRADESH,JALAUN,TRUE
285129,UTTAR PRADESH,JALAUN,TRUE
285130,UTTAR PRADESH,JALAUN,TRUE
285201,UTTAR PRADESH,JALAUN,TRUE
285202,UTTAR PRADESH,JALAUN,TRUE
285203,UTTAR PRADESH,JALAUN,TRUE
285204,UTTAR PRADESH,JALAUN,TRUE
285205,UTTAR PRADESH,JALAUN,TRUE
285206,UTTAR PRADESH,JALAUN,TRUE
285223,UTTAR PRADESH,JALAUN,TRUE
900056,UTTAR PRADESH,KUSHI NAGAR,TRUE
244712,UTTARAKHAND,UDAM SINGH NAGAR,TRUE
244713,UTTARAKHAND,UDAM SINGH NAGAR,TRUE
244715,UTTARAKHAND,NAINITAL,TRUE
244716,UTTARAKHAND,NAINITAL,TRUE
244717,UTTARAKHAND,UDAM SINGH NAGAR,TRUE
244720,UTTARAKHAND,UDAM SINGH NAGAR,TRUE
246001,UTTARAKHAND,PAURI GARHWAL,TRUE
246113,UTTARAKHAND,PAURI GARHWAL,TRUE
246121,UTTARAKHAND,PAURI GARHWAL,TRUE
246123,UTTARAKHAND,PAURI GARHWAL,TRUE
246124,UTTARAKHAND,PAURI GARHWAL,TRUE
246125,UTTARAKHAND,PAURI GARHWAL,TRUE
246127,UTTARAKHAND,PAURI GARHWAL,TRUE
246128,UTTARAKHAND,PAURI GARHWAL,TRUE
246129,UTTARAKHAND,PAURI GARHWAL,TRUE
246130,UTTARAKHAND,PAURI GARHWAL,TRUE
246131,UTTARAKHAND,PAURI GARHWAL,TRUE
246141,UTTARAKHAND,RUDRA PRAYAG,TRUE
246142,UTTARAKHAND,PAURI GARHWAL,TRUE
246144,UTTARAKHAND,PAURI GARHWAL,TRUE
246146,UTTARAKHAND,PAURI GARHWAL,TRUE
246147,UTTARAKHAND,PAURI GARHWAL,TRUE
246148,UTTARAKHAND,PAURI GARHWAL,TRUE
246149,UTTARAKHAND,PAURI GARHWAL,TRUE
246150,UTTARAKHAND,PAURI GARHWAL,TRUE
246155,UTTARAKHAND,PAURI GARHWAL,TRUE
246159,UTTARAKHAND,PAURI GARHWAL,TRUE
246161,UTTARAKHAND,PAURI GARHWAL,TRUE
246162,UTTARAKHAND,PAURI GARHWAL,TRUE
246163,UTTARAKHAND,PAURI GARHWAL,TRUE
246164,UTTARAKHAND,PAURI GARHWAL,TRUE
246165,UTTARAKHAND,PAURI GARHWAL,TRUE
248146,UTTARAKHAND,DEHRADUN,TRUE
248158,UTTARAKHAND,DEHRADUN,TRUE
248159,UTTARAKHAND,DEHRADUN,TRUE
248165,UTTARAKHAND,DEHRADUN,TRUE
248171,UTTARAKHAND,DEHRADUN,TRUE
248179,UTTARAKHAND,DEHRADUN,TRUE
248195,UTTARAKHAND,DEHRADUN,TRUE
248196,UTTARAKHAND,DEHRADUN,TRUE
248197,UTTARAKHAND,DEHRADUN,TRUE
248198,UTTARAKHAND,DEHRADUN,TRUE
248199,UTTARAKHAND,DEHRADUN,TRUE
249001,UTTARAKHAND,TEHRI GARHWAL,TRUE
249121,UTTARAKHAND,TEHRI GARHWAL,TRUE
249122,UTTARAKHAND,TEHRI GARHWAL,TRUE
249123,UTTARAKHAND,TEHRI GARHWAL,TRUE
249124,UTTARAKHAND,TEHRI GARHWAL,TRUE
249125,UTTARAKHAND,TEHRI GARHWAL,TRUE
249126,UTTARAKHAND,TEHRI GARHWAL,TRUE
249127,UTTARAKHAND,TEHRI GARHWAL,TRUE
249128,UTTARAKHAND,UTTAR KASHI,TRUE
249130,UTTARAKHAND,TEHRI GARHWAL,TRUE
249131,UTTARAKHAND,TEHRI GARHWAL,TRUE
249132,UTTARAKHAND,TEHRI GARHWAL,TRUE
249135,UTTARAKHAND,UTTAR KASHI,TRUE
249136,UTTARAKHAND,UTTAR KASHI,TRUE
249137,UTTARAKHAND,TEHRI GARHWAL,TRUE
249141,UTTARAKHAND,UTTAR KASHI,TRUE
249145,UTTARAKHAND,TEHRI GARHWAL,TRUE
249146,UTTARAKHAND,TEHRI GARHWAL,TRUE
249151,UTTARAKHAND,UTTAR KASHI,TRUE
249152,UTTARAKHAND,UTTAR KASHI,TRUE
249155,UTTARAKHAND,TEHRI GARHWAL,TRUE
249161,UTTARAKHAND,TEHRI GARHWAL,TRUE
263645,UTTARAKHAND,ALMORA,TRUE
263646,UTTARAKHAND,ALMORA,TRUE
263651,UTTARAKHAND,ALMORA,TRUE
263652,UTTARAKHAND,ALMORA,TRUE
263653,UTTARAKHAND,ALMORA,TRUE
263655,UTTARAKHAND,ALMORA,TRUE
263656,UTTARAKHAND,ALMORA,TRUE
263658,UTTARAKHAND,ALMORA,TRUE
263659,UTTARAKHAND,ALMORA,TRUE
263660,UTTARAKHAND,ALMORA,TRUE
263661,UTTARAKHAND,ALMORA,TRUE
263663,UTTARAKHAND,ALMORA,TRUE
263664,UTTARAKHAND,ALMORA,TRUE
263665,UTTARAKHAND,ALMORA,TRUE
263667,UTTARAKHAND,ALMORA,TRUE
263676,UTTARAKHAND,ALMORA,TRUE
263678,UTTARAKHAND,ALMORA,TRUE
263679,UTTARAKHAND,BAGESHWAR,TRUE
263680,UTTARAKHAND,ALMORA,TRUE
700001,WEST BENGAL,KOLKATA,TRUE
700002,WEST BENGAL,KOLKATA,TRUE
700003,WEST BENGAL,KOLKATA,TRUE
700004,WEST BENGAL,KOLKATA,TRUE
700005,WEST BENGAL,KOLKATA,TRUE
700006,WEST BENGAL,KOLKATA,TRUE
700007,WEST BENGAL,KOLKATA,TRUE
743133,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743134,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743135,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743136,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743144,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743145,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743165,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743166,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743193,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743194,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743221,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743222,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743223,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743232,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743233,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743234,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743235,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743245,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743247,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743248,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743249,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743251,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743252,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743262,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743263,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743268,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743270,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743271,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743272,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743273,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743286,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743287,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743289,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743290,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743291,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743292,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743293,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743294,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743297,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743312,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743318,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743329,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743330,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743331,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743332,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743336,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743337,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743338,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743345,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743347,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743348,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743349,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743351,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743354,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743355,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743356,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743357,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743363,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743368,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743370,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743371,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743372,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743373,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743374,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743375,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743376,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743377,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743378,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743383,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743387,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743395,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743399,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743401,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743405,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743411,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743412,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743422,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743423,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743424,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743425,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743426,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743427,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743428,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743429,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743435,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743437,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743438,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743439,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743442,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743445,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743446,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743456,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743502,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743503,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743504,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743513,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743609,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743610,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743611,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743613,WEST BENGAL,24 PARAGANAS SOUTH,TRUE
743701,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743702,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743704,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743710,WEST BENGAL,24 PARAGANAS NORTH,TRUE
743711,WEST BENGAL,24 PARAGANAS NORTH,TRUE
900099,WEST BENGAL,KOLKATA,TRUE
